"ulb","receiptdate","receiptnumber","createdtime","amountpaid","paymentmode","feetype"
"Berhampur","2022-05-30","05/2022-23/314932","2022-05-30",59621.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-30","05/2022-23/314961","2022-05-30",3524.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-30","05/2022-23/314980","2022-05-30",696.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-30","05/2022-23/315015","2022-05-30",2970.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-30","05/2022-23/315037","2022-05-30",1121.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-30","05/2022-23/315084","2022-05-30",458.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-30","05/2022-23/315088","2022-05-30",3666.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-31","05/2022-23/315508","2022-05-31",3109.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-31","05/2022-23/316141","2022-05-31",2891.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-31","05/2022-23/316293","2022-05-31",10981.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317206","2022-05-31",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317207","2022-05-31",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317209","2022-05-31",6560.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317244","2022-05-31",2006.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317350","2022-05-31",40898.00,"ONLINE","BPA Sanction Fee"
"Cuttack","2022-05-31","05/2022-23/317392","2022-05-31",4470.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317444","2022-05-31",11657.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-31","05/2022-23/317468","2022-05-31",649.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-05-31","05/2022-23/317515","2022-05-31",2728.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317530","2022-05-31",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317535","2022-05-31",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317560","2022-05-31",11645.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-31","05/2022-23/317576","2022-05-31",2953.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-31","05/2022-23/317581","2022-05-31",36279.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317682","2022-05-31",0.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-31","05/2022-23/317719","2022-05-31",3243.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-05-31","05/2022-23/317777","2022-05-31",1424.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-05-31","05/2022-23/317818","2022-05-31",3759.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-05-31","05/2022-23/317946","2022-05-31",0.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-05-31","05/2022-23/318076","2022-05-31",2103.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-01","06/2022-23/318273","2022-06-01",1192.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-01","06/2022-23/318274","2022-06-01",1192.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-06-01","06/2022-23/318286","2022-06-01",660.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-06-01","06/2022-23/318367","2022-06-01",3449.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-01","06/2022-23/318512","2022-06-01",2948.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-01","06/2022-23/318523","2022-06-01",16444.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-06-01","06/2022-23/319304","2022-06-01",0.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-06-01","06/2022-23/319330","2022-06-01",11623.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-01","06/2022-23/319359","2022-06-01",54458.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-06-01","06/2022-23/319624","2022-06-01",1836.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-06-01","06/2022-23/319824","2022-06-01",2623566.00,"ONLINE","BPA Sanction Fee"
"Berhampurdevelopmentauthority","2022-06-01","06/2022-23/319828","2022-06-01",52744.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-06-01","06/2022-23/319897","2022-06-01",2961.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-01","06/2022-23/319978","2022-06-01",1700.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-01","06/2022-23/320073","2022-06-01",3182.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-01","06/2022-23/320128","2022-06-01",54458.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-06-01","06/2022-23/320158","2022-06-01",15492.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-01","06/2022-23/320160","2022-06-01",74527.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-06-01","06/2022-23/320250","2022-06-01",1322.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-01","06/2022-23/320308","2022-06-01",4431.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-06-01","06/2022-23/320313","2022-06-01",2966.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-06-01","06/2022-23/320314","2022-06-01",8938.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-01","06/2022-23/320325","2022-06-01",5666.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-01","06/2022-23/320346","2022-06-01",103458.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-06-01","06/2022-23/320352","2022-06-01",19277.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-06-02","06/2022-23/320956","2022-06-02",10623.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-06-02","06/2022-23/321045","2022-06-02",1503.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-06-02","06/2022-23/321175","2022-06-02",0.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-06-02","06/2022-23/321192","2022-06-02",0.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-06-02","06/2022-23/321199","2022-06-02",1591.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-06-02","06/2022-23/321219","2022-06-02",1725.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-06-02","06/2022-23/321230","2022-06-02",1956.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-06-02","06/2022-23/321350","2022-06-02",1591.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-02","06/2022-23/321365","2022-06-02",3336.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-06-02","06/2022-23/321949","2022-06-02",365269.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswardevelopmentauthority","2022-06-02","06/2022-23/321958","2022-06-02",27924.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-06-02","06/2022-23/322086","2022-06-02",1913.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-02","06/2022-23/322087","2022-06-02",2233.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-02","06/2022-23/322165","2022-06-02",5118.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-06-02","06/2022-23/322179","2022-06-02",3527.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-02","06/2022-23/322205","2022-06-02",250.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-06-02","06/2022-23/322400","2022-06-02",57130.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-06-02","06/2022-23/322567","2022-06-02",250.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-06-02","06/2022-23/322592","2022-06-02",13565.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-02","06/2022-23/322610","2022-06-02",2630.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-06-02","06/2022-23/322638","2022-06-02",1878.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-06-03","06/2022-23/322670","2022-06-03",4482.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-03","06/2022-23/323677","2022-06-03",3275.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-03","06/2022-23/324197","2022-06-03",5219.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-03","06/2022-23/324468","2022-06-03",4764.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-03","06/2022-23/324647","2022-06-03",93062.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-06-03","06/2022-23/324667","2022-06-03",2874.00,"ONLINE","BPA Application Fee"
"Sambalpur","2022-06-03","06/2022-23/324683","2022-06-03",2336.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-06-03","06/2022-23/324805","2022-06-03",11471.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-06-03","06/2022-23/324824","2022-06-03",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-03","06/2022-23/324967","2022-06-03",2216.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-06-03","06/2022-23/324972","2022-06-03",251282.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-06-03","06/2022-23/325017","2022-06-03",3504.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-03","06/2022-23/325260","2022-06-03",72228.00,"ONLINE","BPA Sanction Fee"
"Berhampur","2022-06-03","06/2022-23/325431","2022-06-03",542.00,"ONLINE","BPA Application Fee"
"Cuttack","2022-06-04","06/2022-23/325533","2022-06-04",2365.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-04","06/2022-23/325731","2022-06-04",0.00,"ONLINE","BPA Application Fee"
"Chatrapur","2022-06-04","06/2022-23/326643","2022-06-04",4978.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-06-04","06/2022-23/327131","2022-06-04",17788.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-06-04","06/2022-23/327264","2022-06-04",13557.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-04","06/2022-23/327274","2022-06-04",1522.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-04","06/2022-23/327433","2022-06-04",2021.00,"ONLINE","BPA Application Fee"
"Chatrapur","2022-06-04","06/2022-23/327525","2022-06-04",2738.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-04","06/2022-23/327985","2022-06-04",1514.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-06-05","06/2022-23/328372","2022-06-05",0.00,"ONLINE","BPA Application Fee"
"Berhampurdevelopmentauthority","2022-06-05","06/2022-23/329077","2022-06-05",52822.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-06-05","06/2022-23/329758","2022-06-05",1914.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-06","06/2022-23/333095","2022-06-06",30469.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-06-07","06/2022-23/334815","2022-06-07",69920.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-06-07","06/2022-23/335263","2022-06-07",44546.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-07","06/2022-23/335301","2022-06-07",0.00,"ONLINE","BPA Application Fee"
"Bhubaneswardevelopmentauthority","2022-06-07","06/2022-23/335445","2022-06-07",5452.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-07","06/2022-23/335878","2022-06-07",5918.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-07","06/2022-23/335881","2022-06-07",23738.00,"ONLINE","BPA Application Fee"
"Berhampur","2022-06-07","06/2022-23/335882","2022-06-07",855.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-08","06/2022-23/338976","2022-06-08",67998.00,"ONLINE","BPA Sanction Fee"
"Kalinganagardevelopmentauthority","2022-06-08","06/2022-23/339118","2022-06-08",15937.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-08","06/2022-23/339441","2022-06-08",282908.00,"ONLINE","BPA Sanction Fee"
"Sambalpur","2022-06-08","06/2022-23/339744","2022-06-08",46956.00,"ONLINE","BPA Sanction Fee"
"Bhubaneswar","2022-06-08","06/2022-23/340061","2022-06-08",9774.00,"ONLINE","BPA Application Fee"
"Bhubaneswar","2022-06-08","06/2022-23/340065","2022-06-08",16262.00,"ONLINE","BPA Application Fee"
"Rourkela","2022-06-09","06/2022-23/342116","2022-06-09",340362.00,"ONLINE","BPA Sanction Fee"
"Rourkela","2022-06-09","06/2022-23/342119","2022-06-09",31460.00,"ONLINE","BPA Sanction Fee"
